id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,credit_age,age,loan_status,probability,score
83664,5000,RENT,77000.0,17.53,0.1311,0,12832,OVER_FORTY,0,0.46863872857220135,0
74824,10500,MORTGAGE,40000.0,26.43,0.1064,0,14749,UNDER_FORTY,0,0.49733794231147005,0
102802,17000,MORTGAGE,60000.0,17.54,0.1016,0,8540,UNDER_FORTY,0,0.41271035632386727,0
76639,6000,MORTGAGE,90000.0,13.43,0.08900000000000001,0,8632,UNDER_FORTY,0,0.29266215571686127,0
104978,35000,MORTGAGE,90000.0,9.12,0.158,0,12132,UNDER_FORTY,0,0.5228123766947717,0
108132,10000,RENT,85000.0,5.1,0.1311,0,4950,UNDER_FORTY,0,0.4247050770436041,0
82003,20000,OWN,48000.0,30.53,0.1311,0,9210,UNDER_FORTY,0,0.5682401201841784,0
88213,7500,RENT,40000.0,14.64,0.1629,0,5223,OVER_FORTY,1,0.610058654912238,0
80028,5000,MORTGAGE,66000.0,26.42,0.0971,0,8752,UNDER_FORTY,0,0.379241911758283,0
111035,15000,OWN,41976.0,1.57,0.0603,0,19498,UNDER_FORTY,0,0.2668403302066897,0
99229,12825,RENT,52000.0,23.31,0.1114,0,8084,UNDER_FORTY,0,0.49064110926667387,0
90768,30000,MORTGAGE,188000.0,8.63,0.1433,0,7902,UNDER_FORTY,0,0.38817719109831433,0
110306,7100,RENT,40000.0,9.99,0.1114,0,7232,UNDER_FORTY,0,0.46777162032645186,0
78689,18000,MORTGAGE,105000.0,18.4,0.1235,0,7933,UNDER_FORTY,0,0.41643964735025724,0
73824,35000,RENT,110000.0,8.98,0.1756,0,6227,UNDER_FORTY,0,0.5481572815324138,0
108378,9000,MORTGAGE,50000.0,20.04,0.1114,0,8967,UNDER_FORTY,1,0.4561858493344489,0
108339,5500,MORTGAGE,93000.0,12.14,0.1629,0,11493,OVER_FORTY,1,0.4878935386520783,0
88861,7500,RENT,39000.0,27.75,0.1311,0,10428,UNDER_FORTY,0,0.5837764789098703,0
99248,10000,MORTGAGE,41600.0,13.18,0.1114,0,5011,UNDER_FORTY,0,0.45165102751347874,0
88683,10000,MORTGAGE,85000.0,7.26,0.1311,0,6075,UNDER_FORTY,0,0.41194182533923973,0
70308,10400,RENT,100000.0,30.92,0.1756,0,7018,UNDER_FORTY,1,0.58824790653323,0
82418,6500,OWN,32000.0,25.8,0.1531,0,7719,UNDER_FORTY,0,0.6240299916154064,1
75032,6400,MORTGAGE,75000.0,9.23,0.0603,0,6684,UNDER_FORTY,0,0.20214400299202417,0
85286,18000,MORTGAGE,79000.0,11.36,0.1212,0,6867,UNDER_FORTY,0,0.4217465534692776,0
79974,2000,RENT,39800.0,2.71,0.1235,0,4553,UNDER_FORTY,0,0.44251347435479005,0
90939,7000,RENT,42696.0,6.8,0.1433,0,9667,UNDER_FORTY,0,0.5451992603629338,0
84564,6000,RENT,38000.0,4.74,0.0762,0,5527,OVER_FORTY,0,0.3280068048635705,0
108212,7750,RENT,54621.0,25.64,0.1972,0,4157,UNDER_FORTY,0,0.6668532560949735,1
95352,19400,RENT,55000.0,19.61,0.1016,0,11919,OVER_FORTY,0,0.4602425950013391,0
92844,4800,RENT,50000.0,10.38,0.1212,0,6988,UNDER_FORTY,0,0.4606819023328332,0
107087,12000,MORTGAGE,52000.0,16.11,0.1311,0,5649,UNDER_FORTY,0,0.49724143056389575,0
73472,7750,MORTGAGE,30000.0,15.48,0.1305,0,14872,UNDER_FORTY,0,0.5649862812881771,0
111003,14000,RENT,40000.0,12.63,0.1433,0,4858,UNDER_FORTY,0,0.5744455314565183,0
112545,9000,OWN,87000.0,2.25,0.079,0,9333,UNDER_FORTY,0,0.24972733718091097,0
93882,13000,OWN,75000.0,15.49,0.1114,0,13107,UNDER_FORTY,0,0.4130135267186887,0
104342,6000,MORTGAGE,70000.0,27.43,0.1433,0,7322,UNDER_FORTY,0,0.5107480585708207,0
99278,3975,RENT,65000.0,14.51,0.1875,0,6045,UNDER_FORTY,0,0.5910445925845734,0
98018,18000,RENT,40000.0,11.91,0.1311,0,9789,OVER_FORTY,0,0.5603523726122417,0
77343,2000,RENT,30000.0,15.86,0.1433,0,5649,UNDER_FORTY,1,0.568323932056057,0
86142,15875,RENT,55000.0,24.96,0.1311,0,8479,OVER_FORTY,1,0.5521200852118987,0
101525,10000,OWN,75000.0,18.86,0.1433,0,10944,OVER_FORTY,0,0.5001573951441538,0
83270,35000,MORTGAGE,78000.0,17.14,0.158,0,16149,UNDER_FORTY,0,0.5665558464091202,0
85887,12000,MORTGAGE,50000.0,11.39,0.0662,0,12377,OVER_FORTY,0,0.2848050966493213,0
108664,22000,MORTGAGE,72600.0,23.55,0.1212,0,14019,OVER_FORTY,0,0.4827775369855697,0
91157,9000,RENT,40000.0,16.83,0.1016,0,6411,UNDER_FORTY,0,0.4587596449597601,0
101655,5000,RENT,36000.0,34.03,0.1875,0,8814,UNDER_FORTY,0,0.7139765864076493,1
95912,12000,RENT,61630.0,12.23,0.1433,0,7933,UNDER_FORTY,0,0.5271964233211458,0
92982,16200,RENT,37000.0,26.89,0.1016,0,9483,UNDER_FORTY,0,0.5182361438065308,0
102038,31300,RENT,70000.0,20.4,0.1212,0,10185,UNDER_FORTY,0,0.5048761134611071,0
82953,35000,RENT,98000.0,10.18,0.1727,0,7597,UNDER_FORTY,1,0.5624018804751759,0
107566,7000,MORTGAGE,60000.0,27.96,0.1311,0,5041,UNDER_FORTY,0,0.49600246541499404,0
90391,12000,MORTGAGE,135000.0,9.81,0.0662,0,13441,UNDER_FORTY,0,0.19697757089859397,0
99766,26500,MORTGAGE,60000.0,19.92,0.1777,0,13928,UNDER_FORTY,0,0.6358010293090869,1
101363,19600,MORTGAGE,55000.0,26.51,0.1311,0,8175,OVER_FORTY,0,0.5387002828725337,0
88054,12300,RENT,60000.0,15.46,0.1972,0,8479,OVER_FORTY,0,0.6546622366454531,1
108247,9750,OWN,30000.0,10.0,0.1777,0,7110,OVER_FORTY,1,0.6509631733849163,1
103896,6500,RENT,83200.0,16.29,0.1311,0,5953,UNDER_FORTY,0,0.44919564238707926,0
100991,2000,RENT,84000.0,28.03,0.1875,0,7933,OVER_FORTY,0,0.5841446857963067,0
100694,6000,RENT,75000.0,7.94,0.1409,0,6502,UNDER_FORTY,0,0.46393796630931183,0
71965,5000,MORTGAGE,48000.0,8.55,0.1825,0,7018,UNDER_FORTY,0,0.5869209345577966,0
107074,11100,OWN,33000.0,16.29,0.1433,0,7018,UNDER_FORTY,1,0.5848274644308277,0
99788,15000,MORTGAGE,53000.0,19.81,0.1311,0,8022,UNDER_FORTY,0,0.5174139853627624,0
81266,3600,RENT,40000.0,23.82,0.1629,0,8844,UNDER_FORTY,0,0.6242163865262819,1
95705,10000,MORTGAGE,101000.0,8.39,0.1016,0,8510,UNDER_FORTY,0,0.3191266061203182,0
104588,10000,RENT,41000.0,5.65,0.1409,0,7506,OVER_FORTY,0,0.5457373073085655,0
74852,5600,RENT,65000.0,14.38,0.1756,0,4888,UNDER_FORTY,0,0.5717524006855483,0
95184,8000,MORTGAGE,70000.0,26.62,0.1727,0,12801,OVER_FORTY,0,0.5937867246859768,0
89867,5000,RENT,45000.0,20.64,0.1531,0,7414,UNDER_FORTY,0,0.5860994728684756,0
81969,12000,MORTGAGE,60000.0,6.22,0.0662,0,8298,UNDER_FORTY,0,0.2510251354197315,0
71066,10000,RENT,60000.0,21.6,0.1885,0,9394,UNDER_FORTY,0,0.6508404441812624,1
99851,1800,MORTGAGE,83409.0,27.3,0.1727,0,14902,OVER_FORTY,0,0.5386564853254627,0
72597,3750,MORTGAGE,33280.0,20.05,0.1885,0,6319,UNDER_FORTY,1,0.6596802630055209,1
97342,20000,RENT,47756.0,26.51,0.1727,0,5345,UNDER_FORTY,0,0.6650865213078078,1
102986,5600,RENT,31000.0,25.86,0.1531,0,8752,OVER_FORTY,0,0.6471666151909731,1
87219,21000,MORTGAGE,147000.0,11.43,0.0603,0,11432,OVER_FORTY,0,0.18192938056730396,0
77875,6000,MORTGAGE,81000.0,13.72,0.1952,0,8418,OVER_FORTY,0,0.5728820880666163,0
89565,10000,MORTGAGE,66360.0,19.37,0.1727,0,9149,OVER_FORTY,1,0.5806477485234466,0
84767,25000,RENT,85000.0,27.65,0.1433,0,9698,OVER_FORTY,0,0.5540534358328154,0
79384,10000,RENT,65000.0,11.35,0.1433,0,8114,OVER_FORTY,1,0.5140095160862007,0
81633,5000,RENT,25000.0,12.86,0.1212,0,8175,OVER_FORTY,0,0.5536827025405745,0
96754,14300,RENT,36000.0,13.9,0.1433,0,6988,OVER_FORTY,0,0.5969649105952871,0
89159,18500,MORTGAGE,72400.0,21.12,0.0662,0,7475,UNDER_FORTY,0,0.27260350091599556,0
89463,20000,MORTGAGE,76000.0,6.84,0.0762,0,7719,UNDER_FORTY,0,0.27641133739997414,0
107666,17625,RENT,40000.0,14.55,0.08900000000000001,0,12558,UNDER_FORTY,0,0.4377666641285494,0
106862,30000,MORTGAGE,95000.0,16.55,0.1433,0,10702,OVER_FORTY,1,0.4946912262218589,0
